-573593.504000001;-1280802.8823
-574235.932399999;-1280504.7116
-572831.975400001;-1280159.8761
-554211.329999998;-1265609.4054
-559694.887800001;-1266340.2947
-573721.168299999;-1281073.5006
-573630.639899999;-1280617.3387
-576623.314100001;-1247997.4476
-576645.023499999;-1247938.3144
-568462.458799999;-1275221.1281
-572981.035700001;-1281144.8133
-572532.626600001;-1281298.8692
-565621.427499998;-1274929.6233
-577775.6712;-1279164.699
-576374.694499999;-1280086.5889
-573335.140799999;-1280193.4131
-571650.0627;-1278108.617
-564603.427299999;-1286951.7082
-582662.709899999;-1276189.7669
-573320.018300001;-1280585.9275
-573921.721999999;-1280964.2241
-573829.371100001;-1280750.3259
-573712.217099998;-1280901.4486
-573709.556299999;-1280884.5063
-573546.786699999;-1280606.0922
-573679.4936;-1280904.3537
-573561.479699999;-1280886.747
-572857.793099999;-1280760.7506
-576985.057100002;-1247862.1035
-573436.7119;-1280686.2122
-573407.063999999;-1280539.1037
-573645.229499999;-1280779.9445
-573569.140299998;-1280920.9868
-573045.374200001;-1280388.9958
-573067.122400001;-1280489.1589
-583082.0361;-1272312.3481
-573359.788800001;-1280510.5895
-573262.973000001;-1280215.4028
-573355.244100001;-1280275.7479
-570726.592700001;-1279268.031
-570989.328899998;-1276313.5807
-573316.001800001;-1280285.5822
-580239.358800001;-1259747.0532
-571862.9309;-1290811.7496
-576724.197099999;-1240148.1544
-577516.0781;-1239997.2217
-576106.573199999;-1239773.3794
-565621.431000002;-1247030.5145
-566325.6877;-1281690.1255
-582436.1182;-1272909.6755
-566309.853399999;-1281612.2547
-572946.7533;-1281047.987
-573683.8642;-1280663.5551
-573673.5414;-1280971.4252
-571715.4892;-1280399.3411
-572654.852400001;-1279641.3834
-571404.613000002;-1279595.8424
-573201.229899999;-1281606.6443
-573003.082199998;-1280461.3233
-573480.566199999;-1280336.6528
-573658.062399998;-1280363.7857
-573688.3517;-1280602.9245
-573667.581900001;-1280601.3203
-575534.2348;-1283992.4926
-556583.7456;-1260944.0268
-556434.188299999;-1261113.1866
-556708.863699999;-1261229.9381
-573925.069600001;-1280964.4098
-572082.708700001;-1283697.4433
-572203.8233;-1283415.5143
-572514.8092;-1282694.5445
-573592.070900001;-1279792.7427
-550009.4089;-1274545.5052
-573856.378199998;-1280755.3764
-569144.748399999;-1278973.7601
-574143.623199999;-1276432.1518
-573770.1545;-1281169.123
-573984.800500002;-1283231.5472
-573688.8244;-1280673.8152
-573712.1217;-1283813.4595
-573546.010600001;-1283904.8763
-573692.836800002;-1281126.6579
-573615.785399999;-1279822.3031
-570686.145799998;-1279490.3933
-560028.688000001;-1281554.5335
-570585.4384;-1275499.4256
-573613.6512;-1280680.7568
-559950.701900002;-1266200.033
-571627.110300001;-1279613.2692
-573375.556899998;-1280846.5821
-573845.242899999;-1281934.334
-572581.779300001;-1281323.6129
-573697.831300002;-1280922.3104
-579334.224800002;-1275361.7711
-575660.3726;-1280536.3757
-573287.837499999;-1280782.8132
-572339.2722;-1281137.5428
-577752.445999999;-1279292.4176
-566574.032499999;-1278706.5708
-577836.2949;-1279731.2454
-572729.293099999;-1280688.5411
-573652.876400001;-1280983.7029
-573551.002099998;-1281099.5517
-573158.394499999;-1280258.402
-571385.740899999;-1276675.2981
-573172.641399998;-1280276.8414
-572210.878600001;-1280532.6318
-573503.132199999;-1280892.3384
-571664.7489;-1280381.7815
-572601.427000001;-1279598.9125
-570876.715700001;-1280083.4121
-573612.59;-1280951.6425
-573695.9485;-1280744.7243
-564917.417599998;-1292357.8521
-573257.100000001;-1286161.9493
-573374.9498;-1283616.9518
-573394.9208;-1280689.4537
-573394.2115;-1280905.1681
-564287.085999999;-1287511.4057
-570454.2326;-1278242.59
-566743.376600001;-1276431.8515
-566636.827199999;-1276436.6439
-574422.031500001;-1284237.4836
-573773.438999999;-1280982.5296
-560266.7533;-1256701.4429
-573760.341899998;-1281230.2155
-572333.9179;-1279667.8234
-576982.168099999;-1249274.667
-572287.0669;-1280900.5528
-573547.5112;-1281004.6914
-573730.7788;-1280894.6931
-570818.004299998;-1278208.2695
-573102.608600002;-1281621.2845
-566421.381099999;-1282618.4807
