-566431.475499999;-1262409.6824
-558513.644099999;-1256262.3768
-556617.641600002;-1256624.3792
-557689.638500001;-1257933.3795
-574254.658799998;-1276506.3863
-555468.6391;-1255814.3817
-569078.651500002;-1268778.3838
-568195.653099999;-1268278.3864
-571129.649999999;-1272784.3874
-572784.653900001;-1274956.384
-556413.636700001;-1250408.3837
-555345.640099999;-1250410.3807
-553977.6384;-1251567.3863
-553247.6391;-1251291.3837
-553969.640700001;-1249631.3807
-555311.6349;-1247877.3792
-551262.633499999;-1250686.3798
-552676.640500002;-1249749.3839
-559428.643199999;-1251632.3845
-548225.635000002;-1255675.3839
-554396.6426;-1253254.3878
-555877.6435;-1257698.3845
-559303.6439;-1258272.3797
-558002.6404;-1258448.3862
-562111.641800001;-1260152.3778
-563231.646899998;-1261764.382
-560037.641800001;-1260812.3838
-563016.5374;-1263293.594
-565452.647500001;-1261512.3838
-560529.642999999;-1259634.3808
-561396.645500001;-1258032.3868
-559847.646499999;-1257685.3838
-569877.651799999;-1271095.3876
-567889.6472;-1269775.3783
-568789.490699999;-1274941.6065
-564018.647700001;-1268571.3811
-564138.6501;-1267976.3819
-564571.651700001;-1267574.3776
-567705.648600001;-1267540.38
-565788.6525;-1267127.3855
-567245.4967;-1266990.4343
-565687.653200001;-1269074.3826
-565957.6494;-1264701.3821
-567225.649500001;-1270778.3821
-564714.645500001;-1265632.3822
-571093.652600002;-1271844.3785
-572114.650199998;-1275111.3788
-572568.655000001;-1273045.3852
-573112.6523;-1274000.3794
-558458.643599998;-1254169.3764
-562046.6426;-1257388.3826
-574238.650600001;-1274552.3778
-558863.842;-1260549.2461
-574873.652199999;-1272576.3811
-565529.475400001;-1266035.2495
-564622.6472;-1267033.3879
-573471.6558;-1272578.3758
-560927.645;-1255981.3757
-564448.6415;-1258188.384
-576110.6578;-1276496.3823
-572344.655099999;-1271861.3864
-570003.653200001;-1269804.3813
-568185.648800001;-1265014.3766
-575087.407000002;-1273659.9375
-567702.646699999;-1263596.385
-568481.6503;-1270184.3873
-559662.6395;-1254100.3795
-566991.648800001;-1262974.3815
-561617.6406;-1257384.3823
-558475.647799999;-1260765.3869
-561484.642200001;-1261581.3857
-561405.648899999;-1263351.3874
-552836.640900001;-1251609.3784
-565689.6472;-1263693.3771
-557649.641600002;-1253042.3863
-563721.645199999;-1260217.3798
-575971.839600001;-1274340.2276
-575792.655400001;-1273912.3848
-574663.379799999;-1275695.1989
-574669.657400001;-1273963.376
-574957.6578;-1274554.3789
-575022.590399999;-1276010.4367
-574807.652800001;-1276665.3784
-573562.174600001;-1276766.233
-573350.651999999;-1276461.3879
-574788.521499999;-1277706.9526
-573942.657299999;-1277671.3837
-573282.066799998;-1278595.3563
-572890.655699998;-1277713.3816
-573307.526700001;-1275250.9322
-573909.652600002;-1273060.386
-573119.6538;-1273384.3806
-572772.651900001;-1275985.3786
-571265.650800001;-1270585.3797
-571528.6534;-1270405.3788
-570680.655400001;-1270484.381
-569541.4837;-1271526.2744
-567785.653499998;-1271233.3852
-575597.0814;-1275235.722
-573967.6545;-1276126.3871
-571265.612300001;-1273484.4814
-556708.639199998;-1258861.3793
-553691.642200001;-1254574.3865
-558758.643399999;-1262004.3885
-557429.638799999;-1255817.3804
-557901.6413;-1256497.3786
-562556.649099998;-1267556.3893
-557588.642900001;-1261863.39
-555332.638500001;-1255194.3872
-554277.639699999;-1255847.3871
-555906.6426;-1254233.3798
-553126.6382;-1251757.3825
-558370.643599998;-1258416.3873
-558149.642999999;-1258522.3789
-551921.581700001;-1250463.1406
-552350.189399999;-1250538.4516
-563153.860599998;-1256421.2176
-561884.3829;-1256542.5343
-556581.896200001;-1257279.1191
-558160.998100001;-1257376.78
-553639.133400001;-1253342.0898
